,CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
2306,989,21.0,Female,One year,50.57374740146237,2326.392380467269,Yes,No,46,No,Credit card,No
2307,3307,58.0,Female,Month-to-month,37.82932616365524,2194.1009174920036,No,DSL,58,No,Electronic check,No
2308,4913,38.0,Male,Two year,28.11945908203243,1687.1675449219458,Yes,No,60,No,Electronic check,Yes
2309,417,46.0,Male,Two year,41.09527192527534,1726.0014208615644,No,DSL,42,No,Bank transfer,Yes
2310,2416,18.0,Male,One year,,,No,Fiber optic,65,No,Bank transfer,Yes
2311,2852,24.0,Female,Month-to-month,48.29279290829039,2752.689195772552,Yes,No,57,Yes,Credit card,Yes
2312,371,39.0,Male,Two year,60.62748005595866,3637.6488033575192,Yes,DSL,60,Yes,Mailed check,No
2313,2184,38.0,Female,Month-to-month,81.64589351662961,2367.730911982259,No,No,29,No,Credit card,No
2314,3552,57.0,Male,One year,73.79147001977388,885.4976402372865,Yes,Fiber optic,12,Yes,Mailed check,No
2315,3250,43.0,Female,One year,60.33098879929115,2835.556473566684,Yes,Fiber optic,47,No,Credit card,Yes
2316,4081,61.0,Female,Month-to-month,29.06244367202149,1685.6217329772464,Yes,Fiber optic,58,Yes,Credit card,No
2317,1868,47.0,Male,Two year,115.81135288993192,1505.547587569115,No,Fiber optic,13,Yes,Mailed check,Yes
2318,124,76.0,Female,One year,114.90970889284263,5056.027191285076,Yes,DSL,44,No,Mailed check,No
2319,976,66.0,Male,One year,110.5350902327037,994.8158120943333,No,nan,9,Yes,Bank transfer,No
2320,1221,85.0,Female,Two year,112.1755245026893,7964.46223969094,Yes,Fiber optic,71,Yes,Credit card,No
2321,3463,75.0,Male,Two year,34.98549205852944,34.98549205852944,No,Fiber optic,1,No,Mailed check,Yes
2322,3176,30.0,Male,Two year,104.79505747274158,209.59011494548315,Yes,DSL,2,Yes,Mailed check,Yes
2323,1764,26.0,Male,Two year,37.33579302113827,1418.7601348032545,No,DSL,38,Yes,Mailed check,Yes
2324,3283,45.0,Female,Month-to-month,25.75918287498486,180.31428012489403,Yes,DSL,7,Yes,Mailed check,Yes
2325,561,58.0,Female,Month-to-month,64.2858309579419,4500.008167055933,Yes,No,70,No,Bank transfer,No
2326,4101,42.0,Female,One year,97.23196933737526,5347.75831355564,No,DSL,55,Yes,Mailed check,Yes
2327,742,87.0,Female,One year,79.26780659137455,4597.532782299724,Yes,DSL,58,No,Bank transfer,No
2328,4110,39.0,Male,One year,51.291827065521936,1949.0894284898336,No,DSL,38,No,Credit card,Yes
2329,285,71.0,Female,Two year,21.76165071411073,87.04660285644292,No,Fiber optic,4,Yes,Mailed check,Yes
2330,3519,82.0,Female,One year,88.51726903015472,3009.5871470252605,No,DSL,34,No,Bank transfer,nan
2331,2934,51.0,Female,Two year,66.85613761334125,2406.820954080285,Yes,Fiber optic,36,No,Credit card,Yes
2332,2982,55.0,Female,One year,104.5242103840832,4285.492625747412,Yes,No,41,No,Credit card,No
2333,1461,57.0,Female,Two year,105.0930827433241,4308.8163924762885,Yes,DSL,41,No,Mailed check,Yes
2334,2048,89.0,Male,Two year,81.04755113536788,486.2853068122073,No,DSL,6,Yes,Credit card,Yes
2335,3751,65.0,Male,One year,36.33814564645505,545.0721846968257,Yes,No,15,No,Mailed check,No
2336,3390,75.0,Female,One year,108.42387450846559,4011.683356813227,Yes,No,37,No,Mailed check,Yes
2337,2636,56.0,Female,Two year,26.310522485867843,1736.4944840672777,Yes,No,66,No,Credit card,No
2338,4832,34.0,Male,One year,102.69788274840309,4005.2174271877207,Yes,DSL,39,No,Bank transfer,No
2339,4835,62.0,Male,One year,97.0548980693568,2523.4273498032767,Yes,Fiber optic,26,Yes,Credit card,No
2340,2186,63.0,Male,One year,29.601101211365137,1539.257262990987,Yes,DSL,52,Yes,Credit card,No
2341,3369,74.0,Female,One year,109.66859895058708,3509.3951664187866,Yes,No,32,Yes,Mailed check,No
2342,3770,76.0,Male,Two year,117.28577294847415,1407.4292753816899,No,Fiber optic,12,Yes,Electronic check,Yes
2343,583,66.0,Male,Month-to-month,66.77762649860347,2671.1050599441387,No,No,40,No,Credit card,No
2344,4741,75.0,Female,One year,37.61411338741766,1090.809288235112,No,Fiber optic,29,Yes,Bank transfer,Yes
2345,2368,89.0,Male,Two year,56.109057899529276,3759.3068792684617,No,DSL,67,No,Mailed check,Yes
2346,3236,18.0,Female,Two year,53.48752761329502,3583.6643500907667,No,Fiber optic,67,Yes,Bank transfer,No
2347,912,57.0,Male,One year,68.95913570556003,2413.569749694601,Yes,No,35,No,Bank transfer,Yes
2348,3445,50.0,Female,One year,86.58565440578772,432.92827202893864,No,No,5,No,Mailed check,Yes
2349,1611,87.0,Female,Month-to-month,82.47999220727482,2474.3997662182446,No,No,30,No,Electronic check,Yes
2350,77,82.0,Female,Month-to-month,98.76011464616444,6320.647337354524,No,No,64,No,Credit card,Yes
2351,716,42.0,Female,Month-to-month,88.85995206754953,1777.1990413509907,No,DSL,20,Yes,Electronic check,No
2352,2690,57.0,Female,Two year,90.85933076220029,5996.715830305219,No,Fiber optic,66,Yes,Credit card,Yes
2353,4605,29.0,Female,Month-to-month,92.18197372105442,6360.556186752755,No,Fiber optic,69,No,Electronic check,Yes
2354,609,49.0,Female,Month-to-month,51.332783215131556,1231.9867971631575,No,DSL,24,No,Credit card,No
2355,2204,48.0,Male,Month-to-month,53.67165972800951,3327.6429031365897,Yes,Fiber optic,62,No,Electronic check,Yes
2356,4255,84.0,Female,One year,39.57098143360679,1424.5553316098444,No,DSL,36,Yes,Bank transfer,Yes
2357,3023,85.0,Female,Month-to-month,97.01222076697677,388.04888306790707,Yes,Fiber optic,4,Yes,Credit card,Yes
2358,4691,33.0,Male,One year,89.25639915143327,1874.3843821800988,Yes,No,21,No,Bank transfer,Yes
2359,2272,53.0,Male,Two year,107.98199767054523,1835.693960399269,No,DSL,17,Yes,Bank transfer,No
2360,2561,85.0,Female,Month-to-month,86.89530774573036,3475.8123098292144,Yes,DSL,40,No,Bank transfer,Yes
2361,1288,86.0,Male,One year,34.41600603883696,172.08003019418481,Yes,No,5,Yes,Bank transfer,No
2362,2993,82.0,Male,One year,28.449010424482893,1223.3074482527643,Yes,DSL,43,Yes,Mailed check,No
2363,1829,77.0,Female,Two year,74.5994135422975,1491.98827084595,Yes,No,20,Yes,Mailed check,Yes
2364,3841,24.0,Male,Month-to-month,73.26777265912499,293.07109063649995,No,Fiber optic,4,No,Mailed check,Yes
2365,3669,39.0,Male,Two year,41.56631598174139,1579.5200073061728,Yes,Fiber optic,38,No,Electronic check,No
2366,3913,65.0,Male,Month-to-month,52.52382321067103,1260.5717570561048,No,Fiber optic,24,Yes,Mailed check,No
2367,3986,33.0,Male,One year,109.46202690680671,7443.417829662856,Yes,Fiber optic,68,Yes,Bank transfer,No
2368,3765,84.0,Male,One year,107.68730434938226,6030.489043565407,Yes,DSL,56,Yes,Bank transfer,Yes
2369,3237,49.0,Female,One year,73.37014971765517,2861.4358389885515,No,DSL,39,Yes,Credit card,Yes
2370,3823,19.0,Male,One year,51.48777259177498,2162.486448854549,No,No,42,No,Electronic check,Yes
2371,2206,77.0,Female,Month-to-month,117.7847087328057,4946.957766777839,Yes,DSL,42,No,Credit card,Yes
2372,1977,69.0,Female,One year,27.467943281670962,137.3397164083548,Yes,DSL,5,Yes,Mailed check,Yes
2373,434,41.0,Female,Two year,77.21377471653534,4710.040257708656,Yes,No,61,No,Credit card,No
2374,659,73.0,Female,Month-to-month,21.31221255616335,191.80991300547015,Yes,DSL,9,No,Electronic check,No
2375,4266,29.0,Female,Two year,79.61313881282618,5572.919716897833,Yes,DSL,70,No,Mailed check,Yes
2376,4522,54.0,Male,Month-to-month,94.45671952103164,944.5671952103164,Yes,DSL,10,No,Credit card,Yes
2377,2482,42.0,Female,One year,108.99601216153182,2397.9122675537,No,DSL,22,No,Bank transfer,No
2378,50,,Male,Two year,105.69838057113758,4650.7287451300535,Yes,No,44,No,Electronic check,No
2379,3834,78.0,Female,Two year,43.267817682208516,865.3563536441703,Yes,Fiber optic,20,No,Mailed check,No
2380,2841,50.0,Male,Two year,116.95265606398866,6666.301395647353,Yes,Fiber optic,57,No,Electronic check,Yes
2381,4681,78.0,Female,Two year,36.97950049356793,332.8155044421114,No,Fiber optic,9,Yes,Mailed check,No
2382,16,,Male,One year,86.97458074256392,5305.449425296399,No,DSL,61,Yes,Electronic check,No
2383,271,47.0,Male,One year,101.61255736539539,6198.365999289119,Yes,No,61,No,Electronic check,No
2384,1767,32.0,Female,One year,108.20505169659657,2921.5363958081075,No,Fiber optic,27,No,Mailed check,Yes
2385,147,54.0,Male,Two year,105.46738702503018,1687.4781924004828,Yes,Fiber optic,16,Yes,Bank transfer,Yes
2386,1202,,Female,Month-to-month,55.976346169672645,2630.888269974614,No,Fiber optic,47,Yes,Mailed check,No
2387,4306,19.0,Male,Two year,36.10842469171115,108.32527407513345,No,No,3,No,Bank transfer,Yes
2388,1983,79.0,Male,Month-to-month,32.36918320673792,873.9679465819239,No,No,27,Yes,Mailed check,Yes
2389,3447,71.0,Male,Two year,47.17787742083013,2925.028400091468,No,No,62,Yes,Mailed check,Yes
2390,154,79.0,Male,Two year,76.78905483054052,4837.710454324053,No,No,63,Yes,Bank transfer,No
2391,1355,39.0,Male,One year,65.14588460004906,,Yes,Fiber optic,25,Yes,Mailed check,Yes
2392,3608,85.0,Female,Two year,86.36489895040386,2590.9469685121157,Yes,DSL,30,No,Electronic check,Yes
2393,3420,84.0,Male,Month-to-month,75.8108441216524,2880.812076622791,No,Fiber optic,38,No,Mailed check,No
2394,2393,77.0,Male,Month-to-month,21.52165296909772,1054.5609954857882,No,DSL,49,Yes,Mailed check,No
2395,779,54.0,Female,Month-to-month,54.61285400715879,3659.0612184796387,No,DSL,67,Yes,Credit card,Yes
2396,4328,82.0,Female,Month-to-month,72.32442393090568,2748.328109374416,No,No,38,Yes,Credit card,No
2397,3537,71.0,Female,Two year,39.10524864594867,156.42099458379468,No,Fiber optic,4,Yes,Credit card,No
2398,3289,41.0,Male,Two year,98.08146310852956,1176.9775573023549,Yes,No,12,No,Bank transfer,No
2399,1192,49.0,Female,One year,75.05041407702178,1576.0586956174575,No,No,21,No,Electronic check,Yes
2400,3762,62.0,Female,Two year,32.430463681491844,1459.3708656671329,Yes,DSL,45,No,Electronic check,Yes
2401,1634,25.0,Female,One year,57.81539679503604,2312.6158718014412,No,DSL,40,Yes,Bank transfer,No
2402,2213,75.0,Female,Month-to-month,32.142212233126244,964.2663669937873,No,No,30,Yes,Bank transfer,Yes
2403,4411,20.0,Male,Two year,99.66583738498375,1893.6509103146911,Yes,DSL,19,Yes,Mailed check,Yes
2404,4864,52.0,Male,One year,112.06160842256455,2017.1089516061618,No,DSL,18,No,Credit card,No
2405,3322,55.0,Female,Month-to-month,112.50866324861406,4725.363856441791,No,Fiber optic,42,No,Electronic check,No
2406,2310,54.0,Male,Two year,80.83685906962359,2505.942631158331,nan,Fiber optic,31,No,nan,No
2407,2214,48.0,Female,Month-to-month,66.62567411173734,199.87702233521202,nan,Fiber optic,3,No,Mailed check,No
2408,2995,26.0,Female,One year,79.55042152861027,397.7521076430514,No,Fiber optic,5,Yes,Bank transfer,Yes
2409,4460,77.0,Male,Month-to-month,89.92389944355561,989.1628938791117,Yes,No,11,Yes,Electronic check,Yes
2410,4433,21.0,Male,Two year,108.59023776825637,4886.560699571537,No,No,45,Yes,Mailed check,Yes
2411,4334,55.0,Male,One year,56.27368681208765,3826.6107032219597,No,DSL,68,No,Credit card,Yes
2412,3428,29.0,Male,One year,60.51464383580896,3993.9664931633915,Yes,DSL,66,Yes,Electronic check,Yes
2413,3091,45.0,Female,One year,71.53743307446751,1645.3609607127528,No,nan,23,No,Bank transfer,Yes
2414,3136,76.0,Male,Month-to-month,33.43696138920237,,Yes,DSL,65,Yes,Bank transfer,No
2415,4622,71.0,Female,Month-to-month,103.71755836394877,4667.290126377695,Yes,Fiber optic,45,Yes,Bank transfer,No
2416,287,84.0,Female,One year,48.47919890667142,2133.0847518935425,No,Fiber optic,44,No,Credit card,No
2417,1604,19.0,Female,Two year,79.70620209428874,239.1186062828662,No,DSL,3,Yes,Bank transfer,Yes
2418,2817,53.0,Female,One year,20.360423988828718,1323.4275592738666,Yes,Fiber optic,65,Yes,Credit card,No
2419,3196,36.0,Male,Month-to-month,89.22338746454207,1070.680649574505,No,Fiber optic,12,No,Electronic check,No
2420,2745,28.0,Female,Month-to-month,97.91372567975999,3133.2392217523197,No,No,32,No,Mailed check,No
2421,3131,32.0,Female,Month-to-month,114.36870866467166,4117.27351192818,Yes,Fiber optic,36,Yes,Mailed check,nan
2422,4204,66.0,Female,Month-to-month,111.20343670333027,1890.4584239566145,Yes,Fiber optic,17,nan,Bank transfer,No
2423,2744,60.0,Female,One year,113.7737469895422,7622.841048299328,Yes,DSL,67,Yes,Mailed check,nan
2424,350,36.0,Male,Month-to-month,55.57607149943026,1278.2496444868962,Yes,DSL,23,No,Mailed check,Yes
2425,4243,31.0,Male,Month-to-month,49.238011271526375,2461.9005635763187,Yes,DSL,50,Yes,Bank transfer,Yes
2426,2434,22.0,Female,One year,43.877500831956,2632.65004991736,No,No,60,No,Mailed check,Yes
2427,1350,29.0,Female,Two year,118.22594078707027,0.0,Yes,No,0,No,Mailed check,Yes
2428,409,60.0,Female,Month-to-month,62.81756874621504,565.3581187159353,No,No,9,Yes,Credit card,No
2429,1431,34.0,Male,Month-to-month,81.68498512759223,4165.934241507203,No,DSL,51,Yes,Bank transfer,Yes
2430,1276,28.0,Male,Two year,51.2183216821511,3329.1909093398217,No,Fiber optic,65,No,Credit card,No
2431,4407,62.0,Female,Month-to-month,85.28730929701598,1876.3208045343515,No,Fiber optic,22,Yes,Bank transfer,No
2432,325,80.0,Female,One year,63.06735714824551,2081.222785892102,Yes,No,33,Yes,Mailed check,No
2433,3878,48.0,Female,Month-to-month,41.14130157759041,1316.5216504828932,Yes,No,32,No,Electronic check,Yes
2434,2299,88.0,Male,Two year,40.296941416418335,1249.2051839089684,Yes,No,31,Yes,Electronic check,Yes
2435,436,66.0,Male,One year,104.06815086175821,6972.5661077378,No,Fiber optic,67,No,Mailed check,No
2436,4674,75.0,Female,One year,42.461691645820196,2717.5482653324925,Yes,Fiber optic,64,No,Bank transfer,Yes
2437,2726,56.0,Male,Month-to-month,85.15859022678052,596.1101315874637,No,Fiber optic,7,No,Mailed check,Yes
2438,1442,38.0,Male,Two year,87.91554027396302,967.0709430135933,No,DSL,11,Yes,Bank transfer,Yes
2439,488,44.0,Male,One year,65.37417590943016,1438.2318700074636,No,Fiber optic,22,Yes,Credit card,Yes
2440,4348,78.0,Male,Month-to-month,62.042895614045136,682.4718517544965,No,Fiber optic,11,No,Electronic check,No
2441,1960,27.0,Female,Month-to-month,45.12591634671271,3158.8141442698893,Yes,Fiber optic,70,Yes,Mailed check,Yes
2442,2274,41.0,Female,Month-to-month,22.44313093076881,22.44313093076881,Yes,DSL,1,No,Electronic check,Yes
2443,3189,65.0,Female,Two year,51.617805087620845,2890.597084906767,Yes,Fiber optic,56,No,Mailed check,No
2444,1305,30.0,Female,One year,62.231387785603225,435.6197144992226,Yes,Fiber optic,7,Yes,Electronic check,No
2445,1613,86.0,Male,Two year,58.37153495003267,1284.1737689007186,No,No,22,No,Electronic check,Yes
2446,167,36.0,Male,One year,32.71192918570485,1570.1726009138326,No,Fiber optic,48,No,Electronic check,No
2447,1122,20.0,Male,Two year,80.81011868520918,4767.797002427342,No,DSL,59,Yes,Electronic check,Yes
2448,3558,86.0,Male,Month-to-month,116.0107039168562,6612.610123260803,No,Fiber optic,57,nan,Credit card,No
2449,3153,77.0,Female,Month-to-month,84.49822620531418,2112.4556551328546,No,No,25,No,Bank transfer,Yes
2450,112,68.0,Female,Month-to-month,24.533130204799406,1177.5902498303715,Yes,Fiber optic,48,Yes,Mailed check,No
2451,3526,18.0,Female,One year,104.6228323115411,6381.992771004007,No,DSL,61,No,Electronic check,No
2452,1543,56.0,Female,Month-to-month,53.03276893665543,3659.2610566292246,Yes,Fiber optic,69,Yes,Bank transfer,No
2453,3489,36.0,Male,Two year,74.74200518730561,4110.810285301808,Yes,DSL,55,Yes,Bank transfer,Yes
2454,615,71.0,Female,One year,71.98353671551348,4462.979276361836,No,No,62,No,Mailed check,Yes
2455,3173,79.0,Male,One year,60.10693106567825,1562.7802077076346,Yes,No,26,No,Bank transfer,Yes
2456,595,86.0,Male,One year,55.28060092659058,3814.36146393475,Yes,DSL,69,Yes,Credit card,Yes
2457,2234,64.0,Female,Two year,69.74113794914263,557.929103593141,Yes,Fiber optic,8,No,Mailed check,Yes
2458,4533,44.0,Male,Two year,79.16894737431089,3720.9405265926116,No,No,47,Yes,Mailed check,Yes
2459,3579,82.0,Female,One year,85.4976323062026,4873.365041453549,No,Fiber optic,57,No,Credit card,No
2460,320,49.0,Male,Two year,104.87369925931739,5872.927158521774,Yes,No,56,Yes,Electronic check,No
2461,2755,48.0,Male,One year,53.331781516524195,266.658907582621,Yes,Fiber optic,5,No,Bank transfer,Yes
2462,1883,40.0,Female,One year,21.272728168992053,1063.6364084496026,No,Fiber optic,50,No,Credit card,No
2463,1936,25.0,Male,One year,65.51853780343833,4193.186419420053,Yes,DSL,64,No,Electronic check,Yes
2464,4435,23.0,Male,Month-to-month,88.78521850421538,4971.972236236061,No,DSL,56,Yes,Bank transfer,Yes
2465,3140,42.0,Male,Two year,106.78279137313694,1601.7418705970542,Yes,No,15,Yes,Bank transfer,Yes
2466,2574,69.0,Male,Two year,66.94267516589585,2878.5350321335213,No,DSL,43,No,Credit card,Yes
2467,2146,25.0,Male,Month-to-month,88.94795937285974,1867.9071468300547,Yes,No,21,No,Mailed check,No
2468,4262,43.0,Male,One year,115.52866138494954,6469.605037557174,No,Fiber optic,56,Yes,Mailed check,Yes
2469,4071,32.0,Male,Two year,106.3306166977948,4465.885901307382,Yes,DSL,42,Yes,Bank transfer,Yes
2470,311,53.0,Male,Two year,46.72469750710523,700.8704626065785,No,No,15,nan,Mailed check,No
2471,4208,45.0,Male,Two year,110.12547971029316,330.3764391308795,No,Fiber optic,3,Yes,Mailed check,No
2472,3046,62.0,Male,One year,78.99606464760886,1026.948840418915,No,DSL,13,Yes,Credit card,No
2473,4045,19.0,Female,Month-to-month,32.036476178022966,320.3647617802296,Yes,DSL,10,No,Electronic check,No
2474,3278,32.0,Male,Month-to-month,56.63481847086653,2945.0105604850596,No,Fiber optic,52,Yes,Credit card,No
2475,795,80.0,Male,Two year,66.10533305271882,1454.317327159814,Yes,Fiber optic,22,Yes,Bank transfer,No
2476,1795,88.0,Female,One year,102.91514031551532,1440.8119644172143,No,DSL,14,Yes,Credit card,Yes
2477,2731,24.0,Male,One year,119.03260945268656,7380.021786066566,Yes,No,62,No,Electronic check,No
2478,1954,19.0,Female,Two year,64.00331530040054,1088.0563601068093,Yes,No,17,No,Bank transfer,No
2479,1730,44.0,Male,Two year,37.49465137579878,2399.657688051122,No,DSL,64,No,Mailed check,No
2480,1947,37.0,Male,Month-to-month,63.07419748812953,3090.6356769183467,Yes,Fiber optic,49,No,Mailed check,No
2481,4697,29.0,Female,One year,85.85064471923961,171.70128943847922,No,DSL,2,No,Credit card,Yes
2482,3342,33.0,Male,Month-to-month,23.809271158952853,928.5615751991613,Yes,Fiber optic,39,No,nan,Yes
2483,4008,46.0,Male,One year,108.47212727556213,7701.521036564911,Yes,Fiber optic,71,No,Credit card,Yes
2484,3774,77.0,Female,Month-to-month,83.37881989072919,2251.228137049688,No,Fiber optic,27,Yes,Credit card,Yes
2485,883,19.0,Male,Month-to-month,41.801649853193865,1003.2395964766528,No,Fiber optic,24,No,Mailed check,Yes
2486,2130,67.0,Female,Month-to-month,88.6236028115818,354.4944112463272,Yes,No,4,Yes,Credit card,No
2487,378,86.0,Female,Month-to-month,43.74766950056241,874.9533900112482,Yes,DSL,20,No,Electronic check,Yes
2488,1974,57.0,Male,One year,33.850677782515916,1557.131177995732,No,No,46,Yes,Credit card,Yes
2489,813,39.0,Male,Two year,105.90776944503426,0.0,No,DSL,0,No,Bank transfer,Yes
2490,1522,80.0,Female,Two year,30.427775783154623,456.41663674731933,No,DSL,15,Yes,Electronic check,Yes
2491,4576,26.0,Male,Month-to-month,107.08273102516345,5139.971089207846,No,No,48,No,Electronic check,nan
2492,4253,41.0,Male,Month-to-month,75.9508633437328,3189.936260436778,No,DSL,42,No,Electronic check,Yes
2493,4237,55.0,Male,One year,65.96159958719498,2638.4639834877994,Yes,No,40,No,Electronic check,Yes
2494,4599,18.0,Female,Two year,81.08222071639265,3729.782152954062,No,No,46,No,Mailed check,Yes
2495,2164,53.0,Female,Month-to-month,20.336237832293662,325.3798053166986,Yes,DSL,16,No,Electronic check,No
2496,3963,37.0,Male,Two year,85.9519954669955,859.519954669955,Yes,DSL,10,Yes,Credit card,No
2497,447,34.0,Male,Two year,50.66739716880761,2330.70026976515,Yes,No,46,No,Electronic check,Yes
2498,4123,48.0,Male,Month-to-month,39.4001814415213,2600.4119751404055,No,DSL,66,No,Credit card,No
2499,1178,21.0,Male,Month-to-month,116.60120961276054,5713.459271025266,Yes,No,49,Yes,Credit card,Yes
2500,386,40.0,nan,Month-to-month,38.92735001678754,895.3290503861135,No,DSL,23,No,Electronic check,No
2501,4818,28.0,Female,Month-to-month,92.22780990363495,1844.5561980726989,No,Fiber optic,20,No,Bank transfer,Yes
2502,76,62.0,Male,Month-to-month,65.91299077754364,4482.083372872968,Yes,DSL,68,No,Credit card,Yes
2503,3142,62.0,Female,Two year,53.41838423754696,1068.3676847509391,No,No,20,No,Credit card,No
2504,4779,68.0,Female,Month-to-month,119.71136340127393,5027.877262853505,Yes,No,42,No,Mailed check,No
2505,4609,88.0,Female,Month-to-month,72.22136796277246,4766.610285542983,Yes,No,66,No,Mailed check,No
2506,3706,56.0,Male,Month-to-month,41.323486544553084,2024.850840683101,Yes,No,49,No,Mailed check,Yes
2507,2942,82.0,Male,Month-to-month,39.16033575185323,2780.3838383815796,No,No,71,Yes,Bank transfer,No
2508,2400,44.0,Male,Two year,111.74069260927484,2346.5545447947716,Yes,Fiber optic,21,No,Electronic check,No
2509,3563,78.0,Female,Two year,67.04134760448099,3955.4395086643785,nan,No,59,Yes,Credit card,Yes
2510,2149,89.0,Female,Month-to-month,103.35345671092573,6614.6212294992465,Yes,Fiber optic,64,Yes,Mailed check,No
2511,1200,73.0,Female,Two year,45.936582116749484,1561.8437919694825,Yes,DSL,34,No,Credit card,No
2512,4386,65.0,Male,Month-to-month,34.55096456453211,138.20385825812843,No,No,4,No,Electronic check,No
2513,1670,85.0,Male,Two year,26.87706019711478,1585.746551629772,No,No,59,No,Bank transfer,No
2514,308,77.0,Female,Two year,40.829772308469174,1265.7229415625443,Yes,No,31,No,Electronic check,No
2515,653,40.0,Female,Month-to-month,109.71304663109365,2413.6870258840604,Yes,Fiber optic,22,Yes,Mailed check,Yes
2516,1228,56.0,nan,One year,23.062418223776287,807.1846378321701,Yes,Fiber optic,35,nan,Electronic check,No
2517,1199,33.0,Female,One year,53.085180487264495,2017.2368585160507,Yes,No,38,Yes,Credit card,No
2518,1448,62.0,Male,Two year,25.68390610798196,744.8332771314768,Yes,DSL,29,No,Bank transfer,No
2519,1959,51.0,Male,Two year,22.44143148222221,1346.4858889333327,No,Fiber optic,60,No,Credit card,Yes
2520,743,21.0,Female,Month-to-month,55.84022386938166,3127.052536685373,Yes,Fiber optic,56,Yes,Credit card,Yes
2521,3150,64.0,Female,One year,21.017500258926752,105.08750129463377,No,DSL,5,Yes,Bank transfer,Yes
2522,2402,50.0,nan,Two year,,,No,DSL,18,No,Credit card,No
2523,4149,76.0,Male,One year,22.62387887823291,1561.047642598071,Yes,Fiber optic,69,No,Mailed check,No
2524,108,44.0,Female,Month-to-month,27.484282147140508,1676.541210975571,No,Fiber optic,61,Yes,Electronic check,No
2525,217,36.0,Female,Two year,55.131554525317554,3473.287935095006,No,DSL,63,No,Electronic check,No
2526,2960,71.0,Male,Two year,58.606793345172576,3750.834774091045,No,DSL,64,No,Bank transfer,No
2527,3294,53.0,Male,Month-to-month,81.58188997898702,4650.16772880226,Yes,Fiber optic,57,Yes,Credit card,No
2528,1001,24.0,Female,Month-to-month,33.032411356012105,2246.203972208823,Yes,DSL,68,Yes,Credit card,Yes
2529,1635,18.0,Female,Month-to-month,82.63655419762578,330.54621679050314,Yes,DSL,4,No,Electronic check,No
2530,904,85.0,Male,Month-to-month,118.6098513480199,830.2689594361393,No,Fiber optic,7,No,Bank transfer,No
2531,1400,78.0,Male,Two year,31.37617217108766,1223.6707146724189,No,DSL,39,No,Bank transfer,No
2532,1332,44.0,Female,Two year,109.00072746940577,3161.0210966127675,Yes,No,29,No,Bank transfer,Yes
2533,2813,25.0,Female,Two year,45.246929752127954,1855.124119837246,Yes,Fiber optic,41,No,Electronic check,Yes
2534,1945,30.0,Female,One year,42.0645944678957,,Yes,No,59,No,Electronic check,Yes
2535,4308,77.0,Female,Two year,20.272874451301576,1074.4623459189836,No,DSL,53,No,Mailed check,Yes
2536,849,24.0,Male,Two year,97.85818487206433,6360.782016684181,No,No,65,Yes,Bank transfer,No
2537,3788,,Female,Two year,94.37061619833584,1604.3004753717094,Yes,No,17,No,Credit card,No
2538,4057,79.0,Female,One year,48.077540726024324,2163.4893326710944,Yes,DSL,45,No,Credit card,No
2539,3511,39.0,Female,One year,35.65506749278557,106.9652024783567,No,No,3,No,Electronic check,No
2540,1527,78.0,Female,Month-to-month,87.71449373291631,1842.0043683912425,No,No,21,No,Credit card,No
2541,4212,73.0,Male,Two year,97.8579454135216,4110.0337073679075,Yes,DSL,42,Yes,Bank transfer,Yes
2542,992,46.0,Female,Two year,108.22695165695013,6168.936244446158,Yes,No,57,Yes,Credit card,No
2543,2552,38.0,Female,Month-to-month,24.354657784337533,73.0639733530126,Yes,No,3,Yes,Credit card,Yes
2544,312,62.0,Male,Month-to-month,107.92490430777848,5504.170119696702,Yes,No,51,nan,Electronic check,Yes
2545,2427,42.0,Female,One year,79.33436571884718,4284.055748817747,Yes,DSL,54,Yes,Electronic check,No
2546,2463,28.0,Female,Month-to-month,39.40945392896052,1339.9214335846575,Yes,Fiber optic,34,Yes,Bank transfer,No
2547,3872,65.0,Male,Two year,72.87410115397793,1165.985618463647,Yes,Fiber optic,16,No,Credit card,No
2548,3124,45.0,Female,One year,80.39282843853098,1607.8565687706196,No,Fiber optic,20,No,Credit card,Yes
2549,65,32.0,Male,One year,28.845574068553653,1471.1242774962363,No,No,51,Yes,Mailed check,Yes
2550,1506,70.0,Female,Month-to-month,96.00472059609774,1056.0519265570751,Yes,No,11,Yes,Mailed check,Yes
2551,545,71.0,Female,Month-to-month,26.110295648660358,1566.6177389196214,No,DSL,60,Yes,Electronic check,Yes
2552,4738,63.0,Female,One year,109.01426434798877,2289.299551307764,No,Fiber optic,21,No,Credit card,Yes
2553,4162,72.0,Female,Two year,35.8852076159656,2368.4237026537294,Yes,DSL,66,Yes,Mailed check,Yes
2554,114,69.0,Male,Month-to-month,95.64838490999165,3252.045086939716,Yes,DSL,34,No,Electronic check,Yes
2555,2742,35.0,Female,Two year,48.51954262844204,1455.586278853261,Yes,No,30,No,Bank transfer,Yes
2556,2334,22.0,Female,Month-to-month,74.3790189929872,892.5482279158464,No,DSL,12,Yes,Credit card,No
2557,2191,37.0,Female,Month-to-month,58.06461466974574,1045.1630640554233,Yes,DSL,18,Yes,Bank transfer,Yes
2558,2752,65.0,Female,Month-to-month,103.36972169940262,1653.9155471904419,Yes,No,16,Yes,Bank transfer,Yes
